고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,9,1,2,949,548,396,346,442,1118,3274,4475,5367,5199,5408,5263,4451,4602,4737,4912,5092,5877,6518,5664,4436,3453,2894,2154,87575,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,10,2,1,911,634,378,341,543,1267,3339,5204,6466,5260,5062,4568,4084,4480,4876,5042,5177,5519,4793,3880,3217,2705,2185,1496,81427,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,10,2,2,1280,895,568,473,424,996,2724,4184,5403,5302,5360,5318,4883,4671,4792,5087,5448,5893,6294,5857,4553,3729,3115,2280,89529,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,11,3,1,988,606,399,381,472,1240,3239,5193,6258,5138,4839,4642,4236,4375,4735,4461,4697,5334,4745,3770,2918,2512,2103,1524,78805,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,11,3,2,1480,924,618,449,450,925,2634,4136,5229,5332,5467,5159,4614,4615,4813,4941,5272,6058,6655,6051,4407,3710,3176,2397,89512,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,12,4,1,969,664,458,367,490,1241,3265,5219,6305,5450,5073,4778,4248,4663,4642,4963,5487,5728,4846,3980,3337,2759,2283,1570,82785,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,12,4,2,1582,1018,607,476,460,921,2655,4091,5393,5337,5460,5276,4692,4466,4836,5184,5553,6338,6390,5987,4511,3702,3303,2488,90726,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,13,5,1,1119,684,438,379,474,1242,3191,5191,6252,5213,4645,4354,4227,4433,4666,4648,5064,5130,4780,4109,3495,2901,2600,1775,81010,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,13,5,2,1554,1001,642,491,511,920,2494,4014,4853,5021,4406,5203,4822,4469,4810,5114,5544,6125,6515,6481,5215,3812,3660,2857,90534,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,14,6,1,1271,869,640,469,583,1011,1914,2520,3540,4438,4836,5215,5408,5309,5626,5655,5690,5579,4601,4151,3486,3183,2745,1777,80516,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,14,6,2,1939,1243,959,650,631,862,2071,2676,3651,4465,5512,5968,5753,5658,5708,6033,6197,6620,6351,5265,4119,3615,3152,2364,91462,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,15,0,1,1202,775,488,402,380,663,955,1298,1865,2740,3649,4268,4486,4792,5209,5730,5513,5163,4345,3604,3367,2859,2391,1287,67431,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,15,0,2,1547,952,660,463,446,510,989,1444,1973,2908,3960,4592,4701,4570,4741,4857,5099,4906,4393,3756,3152,3016,2459,1818,67912,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,16,1,1,765,427,311,278,534,1889,4141,5559,6322,4954,4837,4602,4212,4402,4704,4944,4996,5533,4667,3840,3010,2640,2069,1433,81069,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,16,1,2,970,582,360,313,391,1047,3069,4396,5153,5413,5777,5199,4862,4600,4801,4973,5235,6165,6651,5514,4387,3627,3037,2324,88846,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,17,2,1,923,570,384,346,494,1279,3377,5407,6335,5505,5109,4794,4223,4519,4700,5109,3253,4137,4387,3619,3028,2694,2261,1542,77995,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,17,2,2,1474,895,606,458,425,944,2732,4002,5321,5117,5597,5355,4932,4659,5020,5135,5390,6279,6784,5855,4521,3826,3298,2515,91140,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,18,3,1,1042,702,405,382,487,1280,3301,5264,6035,5068,4995,4901,4389,4648,4851,4920,5277,5349,4576,3954,3181,2740,2206,1511,81464,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,18,3,2,1592,928,619,474,471,970,2748,4118,5452,5378,5692,5227,4809,4771,4837,5333,5512,6418,6852,5696,4538,3808,2984,2559,91786,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,19,4,1,1084,676,466,368,501,1129,3029,4822,5823,4825,4859,4617,4475,4709,4896,5241,5420,5725,5142,3887,3309,2790,2342,1597,81732,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,19,4,2,1628,872,571,475,432,915,2739,4068,5204,5182,5514,5379,4900,4908,5322,5306,5638,6654,6796,6134,4559,4006,3264,2645,93111,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,20,5,1,1085,712,387,379,459,990,2440,4187,4875,4267,4088,3839,3677,3824,4064,4123,4258,4447,4285,3598,2920,2487,2234,1532,69157,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,20,5,2,1624,1021,635,529,432,664,1605,2776,3456,3637,3641,3637,3619,3956,4144,4546,5028,5099,5963,5365,4074,3285,2868,2368,73972,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,21,6,1,1099,729,593,483,522,1000,1888,2613,3403,4304,4534,4978,5145,5169,5290,5336,5051,4242,4410,3726,2711,2337,2005,1276,72844,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,21,6,2,1638,1196,881,689,544,869,2102,2730,3532,4463,5110,5521,5053,5235,5177,5467,5707,4889,5529,4449,3119,2693,2345,1607,80545,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,22,0,1,938,546,404,295,316,583,967,1145,1662,2378,3191,3531,3922,4430,5014,5038,4888,4653,3796,3155,2862,2555,2007,1172,59448,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,22,0,2,1341,850,582,434,321,408,969,1255,1715,2547,3858,4681,4471,4255,4274,4343,4444,4643,3993,3214,2856,2574,2043,1445,61516,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,23,1,1,734,358,246,297,496,1778,3793,5357,6331,5248,4785,4883,4334,4633,4732,5187,4887,4618,4429,3694,3342,2790,2238,1572,80762,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,23,1,2,907,515,337,295,372,935,2902,4223,5264,5145,5363,5135,4910,4754,5003,5169,5256,6603,6666,6002,4840,4125,3391,2546,90658,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,24,2,1,1006,607,436,340,469,1173,3166,5377,6258,5434,5205,5126,4510,4689,4834,5043,5365,5418,4511,4040,3306,2941,2624,1690,83568,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,24,2,2,1495,964,574,468,495,856,2557,3935,5161,5463,5876,5674,5436,5040,5235,5759,6220,6763,6564,6097,5292,4278,3752,3024,96978,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,25,3,1,1176,693,456,370,450,1155,3134,5350,5628,5320,5366,5132,4761,4921,5419,5563,5706,4653,3214,3353,3215,3325,3035,2028,83423,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,25,3,2,1847,1038,698,535,476,908,2304,3971,4707,5447,5729,5944,5371,5353,5677,6103,6607,6920,6394,5521,5359,4307,3818,3275,98309,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,26,4,1,1350,859,564,434,554,1130,2717,4995,6028,5029,5090,5224,4747,4629,5080,5106,5236,4968,4303,3777,3483,3165,2739,2030,83237,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,26,4,2,2039,1158,829,616,540,793,2062,3557,5064,5039,5504,5390,5230,5603,6121,6379,7087,7217,6704,6181,5193,4353,3569,2558,98786,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,27,5,1,1317,872,678,666,792,927,1013,1245,1894,3024,4299,5266,5251,5173,5303,4979,5026,4346,3914,2880,2507,2196,1819,1159,66546,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,27,5,2,1642,1051,735,587,503,664,1057,1738,2703,3948,5584,6236,6139,5996,5606,5977,5449,4914,4052,3384,2785,2748,2222,1529,77249,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,28,6,1,728,427,288,240,324,709,1626,4180,5017,4206,5007,6523,5855,5005,4228,4810,4266,3772,4037,4635,4649,4344,3843,2291,81010,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,28,6,2,885,562,364,236,295,574,2257,5092,6385,5618,5698,6444,6183,6180,6044,6042,6193,6165,5283,4367,4068,3886,3774,2530,95125,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,29,0,1,1064,625,359,276,271,504,654,889,1453,2562,3831,5140,5757,5833,5753,5732,5109,4420,3703,3010,2816,2574,2085,1320,65740,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,29,0,2,1383,898,579,417,306,368,676,1086,1922,2986,4238,5101,5169,5258,4985,5014,5244,4751,3805,2947,2820,2745,2308,1770,66776,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,30,1,1,846,541,378,273,325,517,645,1032,1500,2061,2847,3953,4707,4965,5161,5288,5240,4705,3884,3212,2840,2572,2082,1245,60819,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,30,1,2,1242,832,549,415,342,417,659,1115,1693,2277,3205,4303,4661,4482,4485,4743,4539,4373,4046,3432,2976,2804,2295,1676,61561,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,31,2,1,764,442,280,286,453,1264,3041,4686,5717,4564,4406,4270,4124,4078,4615,4499,4680,4537,4449,3597,2836,2527,2088,1401,73604,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,1,31,2,2,1022,651,367,312,345,712,2019,3820,4673,4058,4307,4283,4182,4148,4407,4585,4941,5566,5740,5316,3782,3352,2772,2157,77517,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,1,3,1,923,582,387,347,522,1324,3357,5249,6294,5177,4846,4343,4201,4329,4523,4686,4739,5097,4523,3754,2680,2585,2137,1480,78085,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,1,3,2,1285,914,556,444,491,1002,2674,3924,5228,4956,5035,4743,4334,4393,4614,4843,4999,5892,6475,5600,4318,3495,2927,2275,85417,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,2,4,1,1013,561,390,320,427,1114,3200,5338,6268,5227,4980,4336,4005,4392,4628,4713,4835,5426,4822,3825,2941,2604,2205,1481,79051,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,2,4,2,1437,962,611,460,464,865,2333,4136,5221,5258,5361,5223,4435,4341,4685,4782,5335,6252,6706,5692,4433,3723,3044,2486,88245,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,3,5,1,1048,678,419,345,481,1251,3145,5157,6252,5282,5256,4608,4210,4498,4824,5136,5365,5673,4787,4210,3624,3063,2594,1813,83719,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,3,5,2,1559,975,673,485,483,911,2571,3915,5287,5358,5333,5172,4895,4559,4948,5455,5815,6467,6935,6545,5114,4467,3637,2852,94411,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,4,6,1,1329,945,625,458,569,1097,1974,2563,3521,4370,4732,5078,5233,5219,5630,5779,5979,5867,4457,3771,3195,2935,2475,1668,79469,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,4,6,2,1966,1278,966,725,639,979,2303,3034,3709,4886,5545,5626,5436,5339,5432,5862,6142,6448,6369,4846,3522,3188,2867,2097,89204,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,5,0,1,1042,742,483,352,390,668,1038,1295,1738,2645,3277,3741,3880,4364,4665,4812,4830,4401,3477,2890,2807,2574,1955,1283,59349,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,5,0,2,1375,920,641,471,405,507,1024,1372,1854,2693,3645,4055,3975,4011,4146,4481,4616,4619,3938,3250,2883,2594,2122,1605,61202,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,6,1,1,665,430,247,280,530,1860,4037,5427,6581,5288,4958,4449,4025,4261,4715,4709,4797,5341,4477,3661,2857,2425,1999,1421,79440,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,6,1,2,888,513,392,308,444,1129,3203,4542,5477,5293,5051,5068,4448,4406,4536,4646,4624,5501,5249,4666,3392,3133,2737,2149,81795,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,7,2,1,934,588,375,356,465,1250,3332,5284,6250,5398,5106,4756,4201,4448,4712,4954,5067,5372,4685,3679,2856,2507,2144,1524,80243,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,7,2,2,1344,914,611,432,436,907,2564,4082,5251,5307,5415,5309,4529,4474,4573,4972,5252,6089,6509,5616,4409,3594,3068,2288,87945,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,8,3,1,977,587,423,362,468,1213,3238,5332,6355,5485,5114,4676,3971,4302,4748,5006,5056,5507,4735,3764,2813,2473,2119,1501,80225,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,8,3,2,1516,925,577,477,465,935,2680,3942,5357,5390,5347,5065,4532,4412,4780,5060,5327,6127,6792,5498,4438,3539,2813,2191,88185,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,9,4,1,910,596,440,365,487,1257,3195,5354,6445,5583,5156,4569,4256,4551,4927,4927,5068,5476,4863,3792,3047,2650,2315,1587,81816,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,9,4,2,1449,946,626,494,480,919,2605,4109,5375,5305,5356,5121,4737,4658,4939,5283,5642,6472,6784,5699,4537,3733,3214,2525,91008,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,10,5,1,1010,618,431,363,478,1111,3071,5153,6361,5685,5116,4699,4236,4750,4974,5066,5099,5533,4922,4155,3950,3195,2775,1879,84630,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,10,5,2,1583,1008,656,460,484,860,2471,3965,5233,5143,5343,5097,4823,4781,5112,5437,5929,6782,7000,6761,5238,4283,3732,2838,95019,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,11,6,1,1278,846,621,467,613,949,1901,2551,3572,4592,4951,5452,5660,5604,5765,6040,6354,5778,4882,4064,3859,3319,2988,1862,83968,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,11,6,2,1875,1277,913,695,628,839,2103,2937,3688,4423,5238,5733,5632,5561,5787,5926,6427,6621,6796,5675,4265,3784,3236,2361,92420,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,12,0,1,1248,716,524,343,400,726,1076,1327,1945,2986,3826,4669,4741,5118,5590,5855,5955,5722,4666,3969,3736,3033,2561,1382,72114,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,12,0,2,1308,942,642,495,390,520,1072,1432,2133,3034,3991,4732,4603,4727,5053,4949,5624,5274,4825,4172,3600,3054,2604,1677,70853,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,13,1,1,848,397,283,279,580,1860,4036,5642,6475,5239,4947,4588,4268,4393,4829,4785,4947,5299,4766,3708,2836,2516,2019,1412,80952,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,13,1,2,991,572,363,350,419,991,3098,4499,5493,5184,5283,5057,4539,4482,4686,4914,5223,6145,6652,5694,4205,3525,2830,2296,87491,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,14,2,1,963,577,357,321,462,1240,3349,5356,6478,5286,4999,4692,4401,4605,4873,5071,5293,5642,5060,3968,3070,2817,2415,1636,82931,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,14,2,2,1386,905,535,393,376,773,2292,3544,4650,5257,5770,5613,4846,4753,5040,5082,5570,6367,6826,5964,4539,3950,3357,2647,90435,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,15,3,1,1066,623,426,345,482,1247,3346,5429,6147,5382,5169,4659,4205,4376,4700,4898,5284,5674,4973,3965,3122,2670,2357,1532,82077,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,15,3,2,1511,938,607,396,385,884,2310,3939,5127,5513,5597,5234,4550,4564,5041,5118,5436,6401,6826,5831,4471,3713,3231,2599,90222,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,16,4,1,1096,596,411,360,483,1200,3322,5482,6520,5317,4994,4595,4162,4452,4774,5008,5346,5549,4931,4145,3326,2741,2310,1595,82715,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,16,4,2,1616,960,698,472,457,933,2813,4405,5019,5121,5391,5398,4632,4576,4983,5191,5652,6405,6740,5704,4322,3628,3313,2545,90974,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,17,5,1,1104,693,441,363,514,1258,3242,5269,6219,5505,5075,4808,4378,4621,4870,4998,5446,5627,5194,4426,3854,3388,2730,1843,85866,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,17,5,2,1661,1054,670,478,518,954,2593,3989,4687,5053,5384,5452,4821,4599,5228,5561,6034,6865,6793,6276,4739,3867,3273,2482,93031,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,18,6,1,1277,902,605,484,576,1078,2030,2813,3659,4667,5071,5528,5648,5497,5834,6035,6198,5989,4708,4010,3714,3486,2958,1890,84657,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,18,6,2,1698,1136,926,685,654,904,2432,3124,3836,4696,5542,5817,5800,5800,5812,6155,6445,6819,6929,5376,4131,3839,3292,2459,94307,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,19,0,1,1191,741,545,413,430,653,1109,1570,2065,2819,3869,4514,4726,5213,5444,5648,5932,5203,4322,3650,3317,2847,2402,1322,69945,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,19,0,2,1338,906,581,522,391,487,1227,1521,2209,2737,3777,4827,4736,4843,4859,5331,5374,5212,4742,3825,3370,3034,2521,1638,70008,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,20,1,1,729,411,294,288,553,1899,3964,5707,6555,5279,4891,4502,4311,4406,4763,4899,4906,5362,4844,3894,3038,2709,2188,1431,81823,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,20,1,2,938,593,364,295,436,1008,2851,3893,4756,4198,4922,5216,4593,4676,4813,5140,5186,6118,6643,5145,3839,3397,3034,2221,84275,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,21,2,1,956,579,393,360,434,1309,3483,5588,6603,5427,5127,4872,4293,4524,4975,5022,5258,5645,5200,4135,3381,2787,2276,1636,84263,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,21,2,2,1429,877,595,376,359,948,2746,4218,5453,5299,5192,5475,4872,4503,4993,5179,5662,6674,7039,5906,4524,3756,2980,2281,91336,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,22,3,1,1021,617,463,392,490,1184,3170,5258,6428,5598,5103,4691,4404,4651,4720,4712,4778,4989,4599,3797,2921,2571,2105,1565,80227,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,22,3,2,1616,881,639,449,396,835,2341,3403,4721,4728,4924,4880,4805,4514,4795,4896,5265,5239,5452,4855,3636,3155,2563,2046,81034,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,23,4,1,1016,605,451,380,469,1234,3292,5270,6514,5632,5204,5075,4734,4701,4862,5112,5325,5784,5234,3868,3400,2971,2544,1653,85330,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,23,4,2,1388,789,470,389,378,688,2187,3602,4645,4379,4993,5116,5055,4818,4943,5350,5661,6544,6910,5677,3877,3494,2902,2517,86772,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,24,5,1,1140,679,424,370,544,1260,3246,5424,6255,5739,5422,5255,4566,4872,5226,5409,5462,5814,4712,3908,3838,3368,2795,1966,87694,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,24,5,2,1567,921,551,433,380,761,2457,4182,4816,4526,5119,5247,5216,4942,5440,5864,6403,7197,7146,6936,5304,4448,3771,3004,96631,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,25,6,1,1371,877,673,490,581,1160,2160,2816,3896,5100,5431,5973,5834,6147,6072,5947,6164,5548,4709,3946,3585,3724,3285,1992,87481,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,25,6,2,1832,1157,767,642,547,824,2487,2774,3506,4235,5493,5764,6012,5398,5830,6289,6364,6919,6998,5990,4786,4204,3401,2275,94494,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,26,0,1,1276,778,566,385,382,683,1170,1522,2255,3369,4333,4891,5248,5537,5833,5358,5068,5393,4877,4122,3783,3380,2763,1527,74499,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,26,0,2,1384,958,680,518,419,542,1036,1422,2087,2773,4091,4832,5106,5032,5030,5521,5519,5675,5551,4488,3680,3481,2644,1620,74089,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,27,1,1,813,480,299,310,552,1913,4307,5861,6536,5178,5137,4824,4623,4684,5036,5017,5298,5728,5033,3495,3194,2955,2396,1553,85222,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,27,1,2,1051,591,417,323,467,1142,3312,4580,5558,5432,5231,5270,4702,5005,5161,5314,5683,6631,7041,5973,4707,3932,3235,2082,92840,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,28,2,1,1005,636,412,322,471,1232,3538,5528,6265,5517,5321,4982,4483,4699,4782,5180,5451,5768,5169,4254,3958,3488,2785,2023,87269,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,2,28,2,2,1408,1000,635,493,497,1049,2818,4276,4801,5126,5815,5528,5227,5224,5360,5512,6272,6791,7218,6500,5053,4395,3490,2885,97373,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,3,1,3,1,1309,970,667,568,600,1073,2016,2350,2818,3529,4390,5156,5147,5126,5182,5485,5737,5141,3784,3608,3529,2963,2331,1251,74730,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,3,1,3,2,1880,1218,806,660,568,885,2112,2616,3033,3813,4409,5139,5074,5033,5032,5351,5363,5313,4451,3522,2948,2746,2160,1462,75594,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,3,2,4,1,750,455,296,286,486,1451,3678,5658,6496,5399,4896,4638,4562,4543,4820,4952,5050,5552,5087,3936,3167,2874,2304,1595,82931,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,3,2,4,2,810,480,331,265,344,796,2559,3870,4727,4557,4594,5165,4569,4560,4799,4962,5260,6066,6497,4873,3943,3468,2889,2224,82608,1,low
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,3,3,5,1,1073,631,443,361,492,1291,3471,5681,6374,5495,5112,4689,4228,4565,4981,5034,5293,5483,5088,4562,3865,3232,2800,1835,86079,1,high
고속국도,서울외곽선,10025,일산IC,자유로JCT,2017,3,3,5,2,1621,910,629,487,513,1085,2727,4394,5300,5543,4984,5458,4686,4637,4882,5521,5685,6788,7364,6006,4324,3601,3272,2729,93146,1,high
